treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	10.30962257794372	2012	10.813743198237251	1.0488980674590396
Control	10.30962257794372	2013	9.883926671319506	0.9587088757705889
Control	10.30962257794372	2014	9.29103598370538	0.9012003992835302
Control	10.30962257794372	2015	9.056602895844499	0.8784611490259676
Control	10.30962257794372	2016	9.439797611952221	0.9156297954250632
Control	10.30962257794372	2017	12.082307207841048	1.1719446678571712
Treatment	7350.956828640271	2012	7485.616940366637	1.0183187188913576
Treatment	7350.956828640271	2013	7388.619998844878	1.0051235738533881
Treatment	7350.956828640271	2014	7325.113832450897	0.9964844037597002
Treatment	7350.956828640271	2015	7183.497391126603	0.9772193686594344
Treatment	7350.956828640271	2016	7094.159192163565	0.9650660937803105
Treatment	7350.956828640271	2017	7271.724649076307	0.9892215147754283
