treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	10.525801426922516	2012	10.794579401058984	1.025535155304089
Control	10.525801426922516	2013	10.850882629186431	1.0308842233554238
Control	10.525801426922516	2014	10.782642061280159	1.0244010526078047
Control	10.525801426922516	2015	10.661327651238802	1.0128756204700613
Control	10.525801426922516	2016	11.23019411479016	1.0669205753840247
Control	10.525801426922516	2017	11.524240444696717	1.094856341790795
Treatment	11.319669028360062	2012	11.345524916468717	1.0022841558391749
Treatment	11.319669028360062	2013	11.505748942283741	1.0164386355694215
Treatment	11.319669028360062	2014	11.564393548453012	1.0216194059631798
Treatment	11.319669028360062	2015	11.372096635026542	1.0046315494326847
Treatment	11.319669028360062	2016	11.78207757314063	1.040850005739749
Treatment	11.319669028360062	2017	12.057449606663644	1.065176868374434
