treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	12.528603128915853	2012	12.792237530252443	1.0210426013677554
Control	12.528603128915853	2013	12.866612792259069	1.0269790382746735
Control	12.528603128915853	2014	12.794824869392752	1.021249115941941
Control	12.528603128915853	2015	12.515304060747745	0.9989385035162129
Control	12.528603128915853	2016	13.002653393994141	1.0378374396730778
Control	12.528603128915853	2017	13.248641676106182	1.0574715744270395
Treatment	12.663407930558641	2012	12.93402062573711	1.0213696578884932
Treatment	12.663407930558641	2013	12.881109185711926	1.0171913639951486
Treatment	12.663407930558641	2014	12.620920823976371	0.9966448915793242
Treatment	12.663407930558641	2015	13.106403826273672	1.0349823600522272
Treatment	12.663407930558641	2016	13.464188936159342	1.0632358216675861
Treatment	12.663407930558641	2017	13.559697013552597	1.070777873374124
