treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	0.4643139708235406	2012	0.5616399208148655	1.2096123660003177
Control	0.4643139708235406	2013	0.49009507247040496	1.0555251473504816
Control	0.4643139708235406	2014	0.4357164258855984	0.938409036266517
Control	0.4643139708235406	2015	0.46747383995384617	1.0068054577912033
Control	0.4643139708235406	2016	0.4592396938982808	0.9890714532749043
Control	0.4643139708235406	2017	0.6660838051610208	1.4345547345465544
Treatment	89.86721083952081	2012	91.05635094599793	1.0132321910891462
Treatment	89.86721083952081	2013	89.9493014236	1.0009134653597493
Treatment	89.86721083952081	2014	90.68574663170128	1.0091082808126999
Treatment	89.86721083952081	2015	92.15589819676528	1.0254674350729707
Treatment	89.86721083952081	2016	93.36709618607308	1.0389450758942786
Treatment	89.86721083952081	2017	94.17862138168498	1.0479753460899461
