treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	12.748106285578418	2012	13.03737944887886	1.0226914615253633
Control	12.748106285578418	2013	13.13337315628633	1.0302214981643003
Control	12.748106285578418	2014	13.035419805381348	1.0225377411645806
Control	12.748106285578418	2015	12.887852072635761	1.0109620820478595
Control	12.748106285578418	2016	13.339341057253076	1.046378243044891
Control	12.748106285578418	2017	13.534083128456885	1.0616543998984085
Treatment	12.808240011797958	2012	13.056927600406647	1.0194162186514009
Treatment	12.808240011797958	2013	13.101627548867027	1.022906155474821
Treatment	12.808240011797958	2014	12.814553349331751	1.000492912182156
Treatment	12.808240011797958	2015	13.305637291667002	1.0388341629615685
Treatment	12.808240011797958	2016	13.673223525392824	1.0675333623353491
Treatment	12.808240011797958	2017	13.731804563094498	1.0721070615826862
