treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	12.256003936530458	2012	12.736943655900463	1.0392411524882517
Control	12.256003936530458	2013	12.679983570070807	1.0345936273956822
Control	12.256003936530458	2014	12.641115820156921	1.0314223041719652
Control	12.256003936530458	2015	12.402265567324442	1.0119338759640923
Control	12.256003936530458	2016	12.389553429600094	1.01089665879362
Control	12.256003936530458	2017	12.643570533387113	1.0316225907615342
Treatment	12.832943333525783	2012	13.563442550379925	1.0569237467873585
Treatment	12.832943333525783	2013	13.094852595426866	1.020409134139699
Treatment	12.832943333525783	2014	13.646282616551805	1.0633790130516036
Treatment	12.832943333525783	2015	12.854760665712673	1.0017001035241768
Treatment	12.832943333525783	2016	12.660185405597547	0.9865379341715855
Treatment	12.832943333525783	2017	12.65885696685985	0.9864344163188863
