treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	0.0706880155837745	2012	0.07516565675470933	1.0633437101601508
Control	0.0706880155837745	2013	0.07272465785288526	1.0288117052415635
Control	0.0706880155837745	2014	0.07147687373906875	1.0111597156714542
Control	0.0706880155837745	2015	0.062459522561761696	0.8835942280447672
Control	0.0706880155837745	2016	0.059672672774883466	0.844169584930045
Control	0.0706880155837745	2017	0.0696529815000481	0.9853577148095246
Treatment	0.08389350639918695	2012	0.07367261837232773	0.8781683056823779
Treatment	0.08389350639918695	2013	0.07609666564734643	0.9070626430281608
Treatment	0.08389350639918695	2014	0.0917913497760258	1.0941412955045515
Treatment	0.08389350639918695	2015	0.07221488709650024	0.8607923329951567
Treatment	0.08389350639918695	2016	0.060136117473045717	0.716814924708267
Treatment	0.08389350639918695	2017	0.07678194516101328	0.9152310882759503
