treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	10.63476782326528	2012	10.759354547059232	1.0117150393750391
Control	10.63476782326528	2013	10.937448749730596	1.0284614512978039
Control	10.63476782326528	2014	10.929618119703209	1.0277251277449515
Control	10.63476782326528	2015	10.971499965608688	1.0316633280518595
Control	10.63476782326528	2016	11.424222001290122	1.074233325178739
Control	10.63476782326528	2017	11.573717438111938	1.0882905607767528
Treatment	10.65347656741885	2012	10.746093973905413	1.0086936321585211
Treatment	10.65347656741885	2013	10.94172846283116	1.0270570732087458
Treatment	10.65347656741885	2014	10.707601181576278	1.0050804649369536
Treatment	10.65347656741885	2015	10.605375601785369	0.9954849512899304
Treatment	10.65347656741885	2016	10.853290711821018	1.0187557688926874
Treatment	10.65347656741885	2017	10.930032461160735	1.0259592154722212
