treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	8.53238993760508	2012	8.865970943667968	1.0390958463575
Control	8.53238993760508	2013	8.946396621955492	1.0485217726074316
Control	8.53238993760508	2014	8.86286143155886	1.0387314101172618
Control	8.53238993760508	2015	8.818645343615447	1.0335492644034874
Control	8.53238993760508	2016	9.319791006937677	1.0922837651690365
Control	8.53238993760508	2017	9.393336627514046	1.1009033455110258
Treatment	8.800793176519344	2012	9.026524532110303	1.0256489785708423
Treatment	8.800793176519344	2013	9.203666577413191	1.0457769422384247
Treatment	8.800793176519344	2014	8.828775679429807	1.0031795432922024
Treatment	8.800793176519344	2015	8.80881867501035	1.0009119062714051
Treatment	8.800793176519344	2016	9.175561529111347	1.042583474588619
Treatment	8.800793176519344	2017	9.346980621393953	1.06206116129758
