treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	1.378137349140233	2012	1.2921348314606742	0.9375951041939236
Control	1.378137349140233	2013	1.3080459770114943	0.9491405031781005
Control	1.378137349140233	2014	1.5282947208507407	1.108956753696709
Control	1.378137349140233	2015	1.674757281553398	1.215232489416396
Control	1.378137349140233	2016	2.304769945124525	1.6723804391212407
Control	1.378137349140233	2017	2.320971302428256	1.6841364207103313
Treatment	1.5726290516206483	2012	1.4693593314763231	0.9343330710837994
Treatment	1.5726290516206483	2013	1.5708092485549132	0.9988428275162158
Treatment	1.5726290516206483	2014	1.685897435897436	1.0720248580935603
Treatment	1.5726290516206483	2015	1.9423076923076923	1.2350704638872578
Treatment	1.5726290516206483	2016	2.341409691629956	1.4888505901738576
Treatment	1.5726290516206483	2017	2.353448275862069	1.4965056593840484
