treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	12.513305416869331	2012	12.773082876262615	1.020760099009737
Control	12.513305416869331	2013	12.896963833441779	1.0306600377591066
Control	12.513305416869331	2014	12.84154929436723	1.0262315884223037
Control	12.513305416869331	2015	12.639671603232214	1.0100985456802267
Control	12.513305416869331	2016	13.156695750913059	1.051416497289067
Control	12.513305416869331	2017	13.296031218956692	1.0625514822831832
Treatment	12.785487672014018	2012	13.005249615401928	1.0171883896043281
Treatment	12.785487672014018	2013	13.026320144822282	1.0188363931815771
Treatment	12.785487672014018	2014	12.858087817462984	1.0056783243088865
Treatment	12.785487672014018	2015	13.429803742973556	1.0503943289054098
Treatment	12.785487672014018	2016	13.746840224669182	1.075190917805932
Treatment	12.785487672014018	2017	13.75361357001149	1.0757206860491204
