treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	1.5350564468211527	2012	1.5546533416614616	1.0127662372813004
Control	1.5350564468211527	2013	1.499076923076923	0.9765614327611617
Control	1.5350564468211527	2014	1.7706476530005941	1.1534739694213276
Control	1.5350564468211527	2015	1.9730226854690374	1.2853095334408322
Control	1.5350564468211527	2016	2.8335777126099706	1.845911085861266
Control	1.5350564468211527	2017	2.8394052044609666	1.8497073578896097
Treatment	1.6042047531992687	2012	1.6666666666666667	1.0389363722697056
Treatment	1.6042047531992687	2013	1.7389033942558747	1.0839659904934056
Treatment	1.6042047531992687	2014	1.664804469273743	1.037775549507393
Treatment	1.6042047531992687	2015	2.064516129032258	1.2869405385534418
Treatment	1.6042047531992687	2016	2.3375	1.457108262108262
Treatment	1.6042047531992687	2017	2.503623188405797	1.5606631157355795
