treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	10.057547983683115	2012	10.369693887388076	1.0310359845373218
Control	10.057547983683115	2013	10.452864486406472	1.0393054553022962
Control	10.057547983683115	2014	10.381137393526943	1.0321737873255792
Control	10.057547983683115	2015	10.220455183325182	1.0161975065797708
Control	10.057547983683115	2016	10.592811487578471	1.053220079562508
Control	10.057547983683115	2017	10.77579100568355	1.0714133328685758
Treatment	10.283717480058383	2012	10.424275333134899	1.0136680002488474
Treatment	10.283717480058383	2013	10.62426429261375	1.0331151466593416
Treatment	10.283717480058383	2014	10.2883723015747	1.000452639964618
Treatment	10.283717480058383	2015	10.285478325766306	1.0001712265735943
Treatment	10.283717480058383	2016	10.344316696150551	1.0058927344328235
Treatment	10.283717480058383	2017	10.53599041710037	1.0245312979018706
