treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	9.13204221622588	2012	9.28424392030535	1.0166667762232895
Control	9.13204221622588	2013	9.42060343704504	1.031598761151853
Control	9.13204221622588	2014	9.413040196602259	1.030770552054293
Control	9.13204221622588	2015	9.475631485752938	1.0376245818176975
Control	9.13204221622588	2016	9.9435227953102725	1.0888608002317979
Control	9.13204221622588	2017	10.091652813731828	1.1050817084267204
Treatment	9.152624759956902	2012	9.271510249674549	1.0129892236200675
Treatment	9.152624759956902	2013	9.425670863838704	1.0298325465145681
Treatment	9.152624759956902	2014	9.191391081886632	1.004235541491806
Treatment	9.152624759956902	2015	9.138547110607973	0.998461900305307
Treatment	9.152624759956902	2016	9.417392274917447	1.0289280421632614
Treatment	9.152624759956902	2017	9.510130053878642	1.0390604119908684
