treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	10.040524333495458	2012	10.349930079570669	1.0308156960531458
Control	10.040524333495458	2013	10.468348345856711	1.042609728152744
Control	10.040524333495458	2014	10.380903839405727	1.0339005707873994
Control	10.040524333495458	2015	10.325840762192717	1.0284164869503314
Control	10.040524333495458	2016	10.799709452241455	1.0756120988834552
Control	10.040524333495458	2017	10.885783255469427	1.0841847391529307
Treatment	10.304768434544702	2012	10.50301907489947	1.0192387283240807
Treatment	10.304768434544702	2013	10.722037579007221	1.0404928210772506
Treatment	10.304768434544702	2014	10.348974309799907	1.0042898465439567
Treatment	10.304768434544702	2015	10.282069661283995	0.9977972553769754
Treatment	10.304768434544702	2016	10.625054791319922	1.031081373522332
Treatment	10.304768434544702	2017	10.784120573133062	1.0465175070777357
