treatment	mean_1214	anio_fiscal	mean_year	ratio
Control	85.85416362574026	2012	86.08565837238486	1.0026963718108506
Control	85.85416362574026	2013	86.08818627653137	1.0027258159756967
Control	85.85416362574026	2014	86.66053734875294	1.0093923659489348
Control	85.85416362574026	2015	86.80660479553644	1.011093709723248
Control	85.85416362574026	2016	89.033796713	1.0370352811439707
Control	85.85416362574026	2017	89.05500446239118	1.0372823017716903
Treatment	1.6402116197521253	2012	1.3632247684350516	0.8311273691873169
Treatment	1.6402116197521253	2013	1.9122980579642106	1.165884959559794
Treatment	1.6402116197521253	2014	1.9422317615635594	1.1841348629496213
Treatment	1.6402116197521253	2015	2.274778819789731	1.3868812977519962
Treatment	1.6402116197521253	2016	2.1082779087873753	1.2853694507456215
Treatment	1.6402116197521253	2017	2.2276206661618496	1.3581300359879755
